parent_id,child_id
397,485
398,485
397,487
398,487
397,488
398,488
397,489
398,489
397,491
398,491
414,492
415,492
414,494
415,494
414,495
415,495
414,497
415,497
327,499
328,499
327,501
328,501
327,503
328,503
327,505
328,505
327,506
328,506
327,508
328,508
361,510
362,510
361,512
362,512
361,513
362,513
361,514
362,514
361,516
362,516
246,517
247,517
246,518
247,518
246,520
247,520
289,521
290,521
289,522
290,522
289,523
290,523
289,525
290,525
389,526
390,526
389,527
390,527
389,529
390,529
389,531
390,531
420,533
421,533
420,535
421,535
420,536
421,536
420,537
421,537
344,538
345,538
344,539
345,539
344,540
345,540
344,541
345,541
344,542
345,542
344,543
345,543
393,544
394,544
393,545
394,545
351,547
352,547
281,549
282,549
281,550
282,550
281,552
282,552
281,554
282,554
422,556
423,556
422,558
423,558
422,559
423,559
329,560
330,560
433,562
434,562
433,563
434,563
433,564
434,564
433,565
434,565
340,566
341,566
340,567
341,567
340,568
341,568
373,570
374,570
373,571
374,571
244,573
245,573
244,574
245,574
244,576
245,576
244,578
245,578
244,579
245,579
244,580
245,580
244,581
245,581
244,583
245,583
244,585
245,585
276,587
277,587
276,588
277,588
276,590
277,590
276,592
277,592
379,593
380,593
379,594
380,594
403,595
404,595
403,597
404,597
403,599
404,599
403,601
404,601
403,602
404,602
403,604
404,604
403,605
404,605
217,607
218,607
217,609
218,609
304,610
305,610
304,612
305,612
304,613
305,613
304,614
305,614
334,616
335,616
334,617
335,617
334,618
335,618
334,620
335,620
399,621
400,621
399,622
400,622
399,623
400,623
323,624
324,624
323,626
324,626
323,628
324,628
323,630
324,630
250,631
251,631
325,633
326,633
325,634
326,634
325,636
326,636
325,638
326,638
371,640
372,640
363,641
364,641
363,643
364,643
363,644
364,644
363,646
364,646
293,648
294,648
293,649
294,649
293,650
294,650
293,652
294,652
293,654
294,654
252,655
253,655
252,656
253,656
252,657
253,657
252,659
253,659
252,661
253,661
252,663
253,663
321,664
322,664
321,666
322,666
255,668
256,668
255,669
256,669
255,671
256,671
255,673
256,673
255,675
256,675
375,677
376,677
375,679
376,679
375,681
376,681
375,683
376,683
375,685
376,685
375,686
376,686
234,687
235,687
234,688
235,688
234,690
235,690
234,692
235,692
234,693
235,693
306,694
307,694
306,696
307,696
306,697
307,697
306,699
307,699
314,700
315,700
314,701
315,701
314,703
315,703
342,705
343,705
342,706
343,706
342,707
343,707
395,709
396,709
395,710
396,710
395,712
396,712
356,713
357,713
356,715
357,715
356,716
357,716
356,718
357,718
356,720
357,720
356,721
357,721
356,723
357,723
285,725
286,725
285,727
286,727
285,728
286,728
274,730
275,730
274,732
275,732
274,734
275,734
274,736
275,736
274,738
275,738
274,740
275,740
436,741
437,741
436,743
437,743
436,744
437,744
436,745
437,745
411,747
412,747
411,749
412,749
411,750
412,750
411,752
412,752
411,754
412,754
401,755
402,755
220,757
221,757
220,758
221,758
220,759
221,759
220,760
221,760
318,762
319,762
318,764
319,764
318,765
319,765
318,767
319,767
318,768
319,768
318,770
319,770
377,771
378,771
377,773
378,773
377,775
378,775
299,776
300,776
299,778
300,778
299,779
300,779
299,780
300,780
299,781
300,781
299,782
300,782
265,784
266,784
265,785
266,785
265,787
266,787
265,789
266,789
265,790
266,790
308,791
309,791
308,793
309,793
308,795
309,795
308,796
309,796
308,798
309,798
308,800
309,800
308,801
309,801
228,802
229,802
228,803
229,803
228,804
229,804
228,805
229,805
228,806
229,806
228,808
229,808
228,810
229,810
232,812
233,812
232,814
233,814
232,815
233,815
232,816
233,816
346,818
347,818
346,820
347,820
346,822
347,822
346,823
347,823
346,825
347,825
346,827
347,827
346,828
347,828
346,829
347,829
310,830
311,830
310,832
311,832
368,833
369,833
368,834
369,834
302,836
303,836
302,838
303,838
302,840
303,840
302,841
303,841
302,843
303,843
302,844
303,844
302,846
303,846
407,847
408,847
407,849
408,849
407,851
408,851
429,853
430,853
429,855
430,855
384,857
385,857
384,858
385,858
384,860
385,860
384,861
385,861
384,863
385,863
384,864
385,864
384,865
385,865
279,866
280,866
223,867
224,867
223,869
224,869
225,870
226,870
225,872
226,872
225,874
226,874
225,876
226,876
426,878
427,878
426,880
427,880
426,882
427,882
426,883
427,883
426,884
427,884
426,886
427,886
426,887
427,887
438,888
439,888
438,889
439,889
438,891
439,891
438,893
439,893
438,894
439,894
348,895
349,895
348,897
349,897
348,898
349,898
348,899
349,899
213,901
214,901
213,902
214,902
213,904
214,904
213,905
214,905
312,907
313,907
312,909
313,909
312,910
313,910
270,911
271,911
270,913
271,913
270,914
271,914
259,916
260,916
259,918
260,918
259,920
260,920
259,921
260,921
259,922
260,922
259,923
260,923
336,925
337,925
336,927
337,927
336,929
337,929
336,931
337,931
242,933
243,933
242,934
243,934
242,935
243,935
242,937
243,937
242,938
243,938
297,940
298,940
297,942
298,942
297,943
298,943
297,945
298,945
297,946
298,946
297,947
298,947
518,948
519,948
518,950
519,950
518,952
519,952
518,954
519,954
518,955
519,955
518,957
519,957
518,959
519,959
518,960
519,960
455,961
456,961
455,963
456,963
636,964
637,964
636,965
637,965
636,966
637,966
636,968
637,968
636,970
637,970
636,972
637,972
861,974
862,974
861,975
862,975
861,977
862,977
861,979
862,979
861,981
862,981
446,983
447,983
446,985
447,985
446,986
447,986
446,987
447,987
808,989
809,989
808,991
809,991
461,993
462,993
650,994
651,994
650,996
651,996
650,997
651,997
899,999
900,999
899,1000
900,1000
830,1002
831,1002
830,1004
831,1004
506,1006
507,1006
506,1007
507,1007
506,1008
507,1008
506,1009
507,1009
506,1010
507,1010
506,1011
507,1011
560,1012
561,1012
560,1013
561,1013
560,1014
561,1014
453,1015
454,1015
453,1017
454,1017
453,1019
454,1019
453,1021
454,1021
453,1022
454,1022
599,1024
600,1024
599,1026
600,1026
599,1028
600,1028
599,1030
600,1030
599,1031
600,1031
599,1033
600,1033
725,1034
726,1034
725,1035
726,1035
725,1037
726,1037
725,1038
726,1038
527,1040
528,1040
527,1042
528,1042
527,1044
528,1044
527,1045
528,1045
818,1046
819,1046
818,1048
819,1048
818,1049
819,1049
818,1050
819,1050
514,1051
515,1051
514,1053
515,1053
943,1055
944,1055
943,1057
944,1057
943,1059
944,1059
646,1060
647,1060
489,1061
490,1061
489,1063
490,1063
489,1065
490,1065
466,1066
467,1066
466,1067
467,1067
466,1068
467,1068
466,1070
467,1070
466,1071
467,1071
820,1073
821,1073
820,1074
821,1074
820,1075
821,1075
820,1076
821,1076
820,1078
821,1078
440,1080
441,1080
440,1081
441,1081
895,1083
896,1083
895,1085
896,1085
787,1087
788,1087
787,1088
788,1088
787,1090
788,1090
595,1092
596,1092
595,1094
596,1094
595,1095
596,1095
796,1097
797,1097
796,1098
797,1098
796,1100
797,1100
905,1101
906,1101
905,1103
906,1103
905,1105
906,1105
905,1106
906,1106
730,1107
731,1107
730,1108
731,1108
730,1110
731,1110
730,1112
731,1112
730,1113
731,1113
641,1114
642,1114
641,1116
642,1116
641,1118
642,1118
641,1120
642,1120
641,1122
642,1122
641,1124
642,1124
741,1125
742,1125
741,1127
742,1127
741,1129
742,1129
741,1131
742,1131
451,1133
452,1133
451,1135
452,1135
889,1137
890,1137
889,1139
890,1139
889,1140
890,1140
844,1141
845,1141
844,1143
845,1143
844,1144
845,1144
844,1146
845,1146
745,1147
746,1147
745,1148
746,1148
745,1150
746,1150
607,1152
608,1152
607,1153
608,1153
916,1155
917,1155
747,1157
748,1157
747,1159
748,1159
747,1161
748,1161
631,1163
632,1163
631,1165
632,1165
631,1167
632,1167
631,1168
632,1168
677,1170
678,1170
677,1172
678,1172
677,1173
678,1173
677,1174
678,1174
677,1176
678,1176
652,1178
653,1178
652,1179
653,1179
652,1180
653,1180
652,1182
653,1182
652,1184
653,1184
652,1185
653,1185
690,1187
691,1187
690,1188
691,1188
497,1189
498,1189
497,1190
498,1190
497,1191
498,1191
497,1192
498,1192
497,1194
498,1194
497,1195
498,1195
760,1197
761,1197
760,1199
761,1199
583,1200
584,1200
583,1202
584,1202
554,1204
555,1204
554,1206
555,1206
554,1208
555,1208
554,1209
555,1209
554,1211
555,1211
529,1213
530,1213
529,1215
530,1215
768,1216
769,1216
768,1217
769,1217
768,1218
769,1218
768,1219
769,1219
768,1221
769,1221
855,1222
856,1222
855,1224
856,1224
855,1226
856,1226
855,1227
856,1227
816,1228
817,1228
816,1229
817,1229
816,1230
817,1230
907,1231
908,1231
907,1232
908,1232
907,1234
908,1234
907,1235
908,1235
907,1236
908,1236
602,1237
603,1237
602,1239
603,1239
602,1240
603,1240
602,1241
603,1241
602,1242
603,1242
602,1244
603,1244
836,1245
837,1245
836,1246
837,1246
501,1247
502,1247
547,1249
548,1249
485,1250
486,1250
624,1251
625,1251
624,1252
625,1252
624,1253
625,1253
624,1255
625,1255
624,1256
625,1256
806,1258
807,1258
806,1259
807,1259
806,1260
807,1260
806,1261
807,1261
442,1262
443,1262
442,1263
443,1263
755,1264
756,1264
755,1265
756,1265
736,1266
737,1266
736,1267
737,1267
736,1269
737,1269
923,1270
924,1270
923,1271
924,1271
923,1273
924,1273
923,1274
924,1274
716,1276
717,1276
716,1277
717,1277
716,1279
717,1279
716,1280
717,1280
716,1281
717,1281
716,1282
717,1282
812,1283
813,1283
812,1285
813,1285
812,1286
813,1286
812,1288
813,1288
568,1289
569,1289
474,1290
475,1290
474,1292
475,1292
474,1293
475,1293
474,1295
475,1295
474,1297
475,1297
474,1298
475,1298
571,1299
572,1299
571,1301
572,1301
571,1302
572,1302
571,1304
572,1304
571,1305
572,1305
571,1306
572,1306
571,1307
572,1307
571,1309
572,1309
581,1310
582,1310
581,1312
582,1312
644,1314
645,1314
590,1315
591,1315
590,1317
591,1317
590,1318
591,1318
590,1319
591,1319
590,1320
591,1320
590,1321
591,1321
664,1322
665,1322
664,1324
665,1324
664,1326
665,1326
664,1328
665,1328
931,1330
932,1330
931,1332
932,1332
931,1334
932,1334
931,1336
932,1336
556,1338
557,1338
556,1339
557,1339
556,1341
557,1341
681,1343
682,1343
681,1344
682,1344
681,1345
682,1345
495,1347
496,1347
495,1348
496,1348
495,1349
496,1349
495,1351
496,1351
495,1353
496,1353
495,1355
496,1355
495,1356
496,1356
495,1358
496,1358
723,1359
724,1359
723,1360
724,1360
723,1361
724,1361
911,1362
912,1362
911,1364
912,1364
697,1366
698,1366
697,1368
698,1368
697,1369
698,1369
697,1370
698,1370
697,1372
698,1372
697,1373
698,1373
874,1374
875,1374
713,1375
714,1375
713,1377
714,1377
713,1379
714,1379
618,1380
619,1380
618,1381
619,1381
618,1383
619,1383
618,1384
619,1384
618,1385
619,1385
503,1386
504,1386
503,1387
504,1387
673,1389
674,1389
673,1390
674,1390
673,1392
674,1392
673,1394
674,1394
673,1395
674,1395
673,1396
674,1396
675,1398
676,1398
675,1400
676,1400
675,1402
676,1402
858,1403
859,1403
858,1404
859,1404
858,1406
859,1406
858,1407
859,1407
938,1408
939,1408
938,1410
939,1410
938,1411
939,1411
938,1413
939,1413
938,1415
939,1415
878,1417
879,1417
878,1419
879,1419
878,1420
879,1420
878,1422
879,1422
457,1424
458,1424
457,1426
458,1426
457,1428
458,1428
457,1429
458,1429
457,1430
458,1430
457,1432
458,1432
585,1433
586,1433
585,1434
586,1434
585,1436
586,1436
585,1438
586,1438
884,1440
885,1440
884,1441
885,1441
884,1443
885,1443
884,1444
885,1444
884,1445
885,1445
728,1447
729,1447
728,1448
729,1448
728,1450
729,1450
728,1451
729,1451
688,1452
689,1452
849,1454
850,1454
849,1455
850,1455
849,1456
850,1456
849,1458
850,1458
849,1460
850,1460
849,1462
850,1462
849,1464
850,1464
849,1465
850,1465
849,1466
850,1466
574,1467
575,1467
574,1468
575,1468
574,1470
575,1470
574,1472
575,1472
574,1473
575,1473
902,1474
903,1474
902,1476
903,1476
902,1477
903,1477
902,1479
903,1479
902,1481
903,1481
902,1483
903,1483
902,1485
903,1485
902,1486
903,1486
732,1488
733,1488
847,1490
848,1490
847,1492
848,1492
847,1493
848,1493
847,1495
848,1495
847,1497
848,1497
750,1498
751,1498
750,1499
751,1499
750,1501
751,1501
750,1503
751,1503
750,1505
751,1505
750,1507
751,1507
750,1508
751,1508
870,1510
871,1510
870,1512
871,1512
870,1513
871,1513
927,1514
928,1514
927,1516
928,1516
927,1518
928,1518
927,1520
928,1520
927,1522
928,1522
927,1524
928,1524
508,1526
509,1526
508,1527
509,1527
508,1528
509,1528
471,1529
472,1529
471,1531
472,1531
471,1532
472,1532
471,1534
472,1534
471,1536
472,1536
471,1538
472,1538
471,1539
472,1539
471,1540
472,1540
626,1541
627,1541
626,1543
627,1543
626,1545
627,1545
626,1547
627,1547
459,1548
460,1548
683,1550
684,1550
683,1551
684,1551
683,1552
684,1552
683,1553
684,1553
683,1555
684,1555
683,1556
684,1556
683,1558
684,1558
683,1559
684,1559
666,1560
667,1560
666,1562
667,1562
666,1564
667,1564
666,1566
667,1566
666,1567
667,1567
940,1568
941,1568
940,1569
941,1569
940,1571
941,1571
876,1573
877,1573
876,1574
877,1574
876,1576
877,1576
876,1577
877,1577
914,1578
915,1578
914,1580
915,1580
914,1581
915,1581
914,1583
915,1583
914,1584
915,1584
914,1585
915,1585
914,1586
915,1586
914,1588
915,1588
721,1589
722,1589
721,1590
722,1590
721,1592
722,1592
721,1593
722,1593
721,1594
722,1594
721,1595
722,1595
721,1596
722,1596
721,1598
722,1598
605,1600
606,1600
605,1601
606,1601
605,1603
606,1603
605,1604
606,1604
605,1605
606,1605
605,1606
606,1606
492,1608
493,1608
492,1609
493,1609
492,1610
493,1610
891,1611
892,1611
891,1612
892,1612
891,1613
892,1613
771,1615
772,1615
771,1617
772,1617
703,1618
704,1618
703,1619
704,1619
703,1621
704,1621
823,1622
824,1622
823,1623
824,1623
823,1625
824,1625
823,1626
824,1626
776,1627
777,1627
776,1628
777,1628
776,1629
777,1629
776,1630
777,1630
880,1631
881,1631
710,1632
711,1632
710,1633
711,1633
710,1635
711,1635
468,1636
469,1636
634,1637
635,1637
634,1638
635,1638
634,1640
635,1640
634,1642
635,1642
738,1644
739,1644
738,1646
739,1646
738,1648
739,1648
738,1650
739,1650
738,1652
739,1652
765,1653
766,1653
765,1655
766,1655
765,1657
766,1657
834,1658
835,1658
834,1660
835,1660
834,1661
835,1661
834,1662
835,1662
834,1663
835,1663
773,1665
774,1665
773,1667
774,1667
773,1669
774,1669
773,1671
774,1671
773,1672
774,1672
841,1673
842,1673
841,1675
842,1675
825,1677
826,1677
785,1679
786,1679
785,1681
786,1681
785,1682
786,1682
785,1684
786,1684
785,1686
786,1686
785,1687
786,1687
550,1688
551,1688
550,1689
551,1689
550,1690
551,1690
550,1691
551,1691
550,1692
551,1692
550,1693
551,1693
550,1694
551,1694
550,1695
551,1695
499,1697
500,1697
628,1699
629,1699
628,1700
629,1700
628,1702
629,1702
628,1703
629,1703
628,1705
629,1705
671,1707
672,1707
533,1709
534,1709
533,1710
534,1710
533,1712
534,1712
533,1713
534,1713
533,1715
534,1715
533,1716
534,1716
576,1718
577,1718
576,1720
577,1720
576,1722
577,1722
576,1724
577,1724
576,1726
577,1726
576,1728
577,1728
588,1729
589,1729
588,1731
589,1731
588,1732
589,1732
752,1734
753,1734
752,1735
753,1735
752,1737
753,1737
929,1738
930,1738
929,1739
930,1739
661,1741
662,1741
661,1743
662,1743
661,1745
662,1745
661,1747
662,1747
661,1748
662,1748
661,1750
662,1750
791,1751
792,1751
791,1752
792,1752
791,1754
792,1754
791,1755
792,1755
791,1756
792,1756
872,1758
873,1758
872,1760
873,1760
872,1762
873,1762
872,1764
873,1764
872,1766
873,1766
552,1768
553,1768
552,1769
553,1769
552,1771
553,1771
918,1772
919,1772
918,1774
919,1774
918,1775
919,1775
762,1777
763,1777
762,1778
763,1778
762,1780
763,1780
935,1782
936,1782
935,1783
936,1783
935,1785
936,1785
935,1787
936,1787
935,1788
936,1788
838,1789
839,1789
838,1790
839,1790
838,1791
839,1791
851,1792
852,1792
851,1794
852,1794
851,1795
852,1795
679,1797
680,1797
679,1798
680,1798
679,1799
680,1799
531,1800
532,1800
531,1802
532,1802
464,1804
465,1804
464,1805
465,1805
464,1807
465,1807
464,1808
465,1808
657,1810
658,1810
657,1811
658,1811
657,1813
658,1813
669,1815
670,1815
669,1816
670,1816
669,1817
670,1817
669,1818
670,1818
669,1819
670,1819
669,1821
670,1821
669,1822
670,1822
718,1823
719,1823
718,1825
719,1825
718,1827
719,1827
718,1828
719,1828
638,1829
639,1829
638,1830
639,1830
810,1832
811,1832
810,1834
811,1834
810,1836
811,1836
853,1838
854,1838
853,1839
854,1839
853,1840
854,1840
853,1842
854,1842
853,1844
854,1844
867,1845
868,1845
867,1846
868,1846
867,1847
868,1847
867,1849
868,1849
867,1850
868,1850
867,1852
868,1852
707,1854
708,1854
707,1855
708,1855
707,1857
708,1857
694,1858
695,1858
694,1860
695,1860
694,1861
695,1861
694,1863
695,1863
694,1864
695,1864
694,1866
695,1866
694,1867
695,1867
694,1869
695,1869
694,1870
695,1870
510,1871
511,1871
510,1872
511,1872
510,1873
511,1873
510,1875
511,1875
597,1877
598,1877
597,1878
598,1878
597,1880
598,1880
793,1882
794,1882
793,1884
794,1884
793,1885
794,1885
793,1887
794,1887
793,1888
794,1888
793,1890
794,1890
614,1891
615,1891
614,1893
615,1893
614,1894
615,1894
659,1896
660,1896
659,1898
660,1898
659,1900
660,1900
659,1901
660,1901
449,1902
450,1902
449,1904
450,1904
449,1905
450,1905
449,1907
450,1907
523,1909
524,1909
523,1911
524,1911
523,1913
524,1913
701,1914
702,1914
701,1915
702,1915
701,1917
702,1917
701,1918
702,1918
701,1920
702,1920
610,1921
611,1921
610,1922
611,1922
610,1923
611,1923
610,1925
611,1925
481,1926
482,1926
734,1928
735,1928
734,1929
735,1929
734,1931
735,1931
782,1933
783,1933
782,1934
783,1934
782,1936
783,1936
782,1938
783,1938
782,1939
783,1939
476,1940
477,1940
925,1942
926,1942
925,1944
926,1944
925,1946
926,1946
925,1948
926,1948
925,1949
926,1949
925,1950
926,1950
925,1952
926,1952
545,1954
546,1954
545,1956
546,1956
798,1957
799,1957
798,1958
799,1958
483,1959
484,1959
483,1960
484,1960
1408,1962
1409,1962
1408,1964
1409,1964
1586,1966
1587,1966
1586,1968
1587,1968
1586,1970
1587,1970
1586,1972
1587,1972
1586,1973
1587,1973
1867,1975
1868,1975
1867,1977
1868,1977
1867,1979
1868,1979
1880,1981
1881,1981
1880,1982
1881,1982
1510,1983
1511,1983
1510,1985
1511,1985
957,1986
958,1986
957,1987
958,1987
1772,1988
1773,1988
1772,1989
1773,1989
1772,1990
1773,1990
1772,1991
1773,1991
1907,1993
1908,1993
1907,1995
1908,1995
1907,1996
1908,1996
1907,1997
1908,1997
1907,1998
1908,1998
1907,1999
1908,1999
1370,2001
1371,2001
1370,2002
1371,2002
1370,2004
1371,2004
1370,2005
1371,2005
1370,2007
1371,2007
1370,2008
1371,2008
1213,2010
1214,2010
1213,2012
1214,2012
1898,2014
1899,2014
1898,2016
1899,2016
1396,2017
1397,2017
1396,2019
1397,2019
1396,2021
1397,2021
1396,2023
1397,2023
1396,2024
1397,2024
1441,2026
1442,2026
1441,2028
1442,2028
1441,2029
1442,2029
1441,2031
1442,2031
1441,2033
1442,2033
1290,2035
1291,2035
1063,2037
1064,2037
1063,2039
1064,2039
1063,2040
1064,2040
1882,2041
1883,2041
1882,2043
1883,2043
1882,2044
1883,2044
1882,2046
1883,2046
1658,2048
1659,2048
1658,2050
1659,2050
1658,2051
1659,2051
1658,2053
1659,2053
1116,2055
1117,2055
1116,2056
1117,2056
1125,2058
1126,2058
1125,2059
1126,2059
1508,2060
1509,2060
1508,2062
1509,2062
1508,2063
1509,2063
1206,2065
1207,2065
1206,2066
1207,2066
1206,2067
1207,2067
1206,2068
1207,2068
1206,2069
1207,2069
966,2071
967,2071
966,2072
967,2072
966,2073
967,2073
966,2074
967,2074
966,2076
967,2076
1330,2078
1331,2078
1330,2080
1331,2080
1295,2082
1296,2082
1295,2083
1296,2083
1295,2085
1296,2085
1295,2087
1296,2087
1295,2088
1296,2088
1295,2089
1296,2089
1182,2090
1183,2090
1182,2091
1183,2091
1182,2093
1183,2093
1182,2094
1183,2094
1353,2095
1354,2095
1353,2097
1354,2097
1353,2099
1354,2099
1353,2101
1354,2101
1353,2102
1354,2102
1353,2104
1354,2104
1353,2105
1354,2105
1353,2107
1354,2107
1353,2109
1354,2109
1501,2110
1502,2110
1501,2112
1502,2112
1501,2113
1502,2113
1501,2114
1502,2114
1501,2116
1502,2116
1083,2117
1084,2117
1083,2118
1084,2118
1083,2119
1084,2119
1083,2120
1084,2120
1083,2121
1084,2121
1888,2122
1889,2122
1888,2124
1889,2124
1888,2126
1889,2126
1888,2128
1889,2128
1888,2129
1889,2129
1888,2130
1889,2130
972,2131
973,2131
972,2133
973,2133
972,2134
973,2134
972,2135
973,2135
972,2137
973,2137
972,2138
973,2138
1349,2140
1350,2140
1349,2142
1350,2142
1349,2144
1350,2144
1349,2146
1350,2146
1153,2147
1154,2147
1153,2148
1154,2148
1153,2150
1154,2150
1153,2151
1154,2151
1153,2153
1154,2153
1153,2154
1154,2154
1516,2156
1517,2156
1516,2157
1517,2157
1474,2159
1475,2159
1474,2160
1475,2160
1474,2161
1475,2161
1202,2162
1203,2162
1202,2163
1203,2163
1202,2165
1203,2165
1415,2167
1416,2167
1415,2168
1416,2168
1415,2169
1416,2169
1415,2171
1416,2171
1640,2173
1641,2173
1640,2175
1641,2175
1640,2177
1641,2177
1640,2178
1641,2178
1470,2180
1471,2180
1470,2181
1471,2181
1470,2183
1471,2183
1470,2184
1471,2184
1470,2185
1471,2185
1470,2187
1471,2187
1165,2188
1166,2188
1165,2190
1166,2190
1165,2191
1166,2191
1165,2192
1166,2192
1556,2194
1557,2194
1556,2196
1557,2196
1823,2198
1824,2198
1823,2199
1824,2199
1823,2201
1824,2201
1823,2202
1824,2202
1823,2203
1824,2203
1040,2204
1041,2204
1040,2206
1041,2206
1040,2207
1041,2207
1040,2208
1041,2208
1040,2210
1041,2210
1040,2211
1041,2211
1040,2213
1041,2213
1040,2215
1041,2215
1040,2217
1041,2217
1256,2218
1257,2218
1256,2220
1257,2220
1256,2222
1257,2222
1256,2224
1257,2224
1256,2226
1257,2226
1256,2228
1257,2228
1256,2229
1257,2229
1724,2231
1725,2231
1724,2232
1725,2232
1724,2233
1725,2233
1724,2235
1725,2235
1724,2237
1725,2237
1724,2239
1725,2239
1724,2241
1725,2241
1724,2243
1725,2243
1748,2244
1749,2244
1748,2246
1749,2246
1748,2248
1749,2248
1954,2250
1955,2250
1954,2252
1955,2252
1954,2254
1955,2254
1514,2256
1515,2256
1514,2257
1515,2257
1514,2259
1515,2259
1514,2261
1515,2261
1514,2262
1515,2262
1514,2263
1515,2263
1133,2265
1134,2265
1133,2267
1134,2267
1133,2269
1134,2269
1377,2270
1378,2270
